2.65,3.35,2.65,1.91,1.9,Alianza Petrolera,Atletico Nacional S.A,2023-06-06,0.0,1.0
2.4,3.35,3.1,2.02,1.8,Independiente Medellin,America de Cali,2023-06-12,0.0,1.0
2.8,3.3,2.6,1.92,1.9,Alianza Petrolera,Atletico Nacional S.A,2023-06-12,0.0,1.0
1.78,3.65,5.0,2.2,1.68,America de Cali,Boyaca Chico,2023-06-16,3.0,2.0
1.65,3.9,5.75,1.98,1.83,Millonarios FC,Independiente Medellin,2023-06-16,2.0,1.0
2.0,3.4,4.2,2.23,1.66,America de Cali,Boyaca Chico,2023-06-17,3.0,2.0
1.63,3.85,6.15,2.06,1.77,Millonarios FC,Independiente Medellin,2023-06-17,2.0,1.0
2.15,3.2,3.65,2.08,1.76,Atletico Nacional S.A,Millonarios FC,2023-06-20,0.0,0.0
2.05,3.4,3.95,2.23,1.66,Atletico Nacional S.A,Millonarios FC,2023-06-21,0.0,0.0
2.25,3.05,3.45,2.2,1.68,Envigado FC,Atletico Bucaramanga,2023-07-11,1.0,3.0
2.05,3.2,3.85,2.05,1.78,Atletico Huila,Union Magdalena,2023-07-11,2.0,1.0
2.25,3.05,3.45,2.2,1.68,Envigado FC,Atletico Bucaramanga,2023-07-12,1.0,3.0
2.05,3.2,3.85,2.05,1.78,Atletico Huila,Union Magdalena,2023-07-12,2.0,1.0
1.81,3.5,5.0,2.0,1.81,America de Cali,Deportes Tolima,2023-07-16,1.0,0.0
2.85,3.05,2.8,2.35,1.61,Once Caldas Manizales,Atletico Nacional S.A,2023-07-16,1.0,0.0
2.25,3.3,3.5,2.07,1.77,Deportivo Pereira,Deportivo Cali,2023-07-16,1.0,0.0
1.7,3.7,5.6,2.05,1.78,Independiente Santa Fe,Jaguares de Cordoba,2023-07-16,1.0,0.0
2.1,3.3,3.9,2.14,1.72,Deportivo Pereira,Deportivo Cali,2023-07-17,1.0,0.0
1.57,4.0,6.75,1.98,1.83,Independiente Santa Fe,Jaguares de Cordoba,2023-07-17,1.0,0.0
1.95,3.0,4.75,2.18,1.68,Deportes Tolima,Once Caldas Manizales,2023-07-17,1.0,0.0
1.57,4.0,6.75,1.98,1.83,Independiente Santa Fe,Jaguares de Cordoba,2023-07-18,1.0,0.0
1.65,3.8,6.0,2.04,1.79,Millonarios FC,Deportivo Pereira,2023-07-22,,
2.14,3.1,4.1,2.18,1.68,Atletico Bucaramanga,Atletico Huila,2023-07-22,,
2.25,3.2,3.6,2.23,1.66,Independiente Medellin,Junior Barranquilla,2023-07-22,,
2.45,3.0,3.3,2.45,1.56,Jaguares de Cordoba,Boyaca Chico,2023-07-22,,
